0
0.0
-0.03
-0.0
0.8
0.17
-0.4
-1.14
0.44
-0.13
-0.78
0.42
-0.08
1.96
-0.09
0.09
-0.34
0.23
0.0
-2.14
0.37
-0.2
0.05
1.27
0.0
-0.4
0.5
-0.03
-0.33
-1.38
-0.02
0.34
0.17
0.03
1.85
3.09
0.13
0.3
-1.34
0.04
0.73
-2.41
0.06
1.0
-0.8
0.06
