0
-0.02
0.77
1.23
-0.47
0.8
1.11
-0.09
0.77
0.24
-0.39
0.54
0.73
0.16
0.5
-0.0
-0.01
0.0
0.0
0.0
0.0
0.0
-0.01
-0.0
-0.01
0.0
-0.0
-0.0
-0.01
-0.0
0.0
0.0
-0.01
-0.0
-0.0
-0.01
-0.0
-0.0
-0.01
0.0
0.0
0.0
-0.0
0.0
0.0
7.71353571780065e+31
