0
0.01
0.05
0.98
0.01
0.05
0.99
0.02
0.04
0.98
0.01
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.98
0.02
0.04
0.98
0.01
0.05
0.98
0.02
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.99
0.02
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.98
0.01
0.06
0.98
0.01
0.05
0.98
0.02
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.98
0.02
0.05
0.99
0.02
0.05
0.98
0.02
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.98
0.01
0.05
0.99
0.02
0.05
0.98
0.02
0.05
0.98
0.01
0.05
0.98
