0
-0.21
-0.23
0.96
-0.11
-0.32
0.97
0.11
0.1
0.99
-0.45
0.23
0.95
0.04
-0.17
0.98
0.23
0.04
0.98
-0.28
0.04
0.98
0.17
0.02
0.97
0.01
0.05
0.98
0.07
-0.5
0.98
0.4
0.04
1.02
-0.43
0.1
0.96
-0.38
0.07
0.96
0.0
-0.5
0.98
0.48
-0.07
1.02
-0.21
-0.05
0.98
-0.18
-0.09
0.99
-0.05
0.25
0.99
0.51
-0.07
0.98
0.61
-0.05
1.0
0.52
0.07
0.99
-0.33
0.04
0.96
-0.17
0.02
0.98
-0.01
-0.14
0.97
-0.48
0.06
0.98
0.54
-0.14
1.0
0.57
-0.08
0.99
-1.37
0.15
0.95
-0.33
0.02
0.97
0.57
0.11
1.0
